Symbol,Name,Start,End
0P000072DV.TO,Compass Balanced Growth Portfolio,11.829524993896484,24.85639953613281
0P000072F7.TO,TD Mgd Aggressive Growth Port A,8.587963104248049,17.322700500488278
0P000072FP.TO,CIBC Managed Balanced Growth Port,9.078717231750488,16.521400451660153
0P000072GP.TO,TD Mgd Inc & Mod Growth Port A,9.366253852844238,14.859999656677244
0P000072H7.TO,Compass Balanced Portfolio,11.949577331542967,22.7317008972168
0P000072KE.TO,iA Diversified Ecoflex,28.782699584960927,44.93730163574219
0P000072KJ.TO,RBC Canadian Dividend Fund A,39.69797134399414,71.04669952392578
0P000072L7.TO,Scotia Selected Balanced Growth Portfolio Series A,11.128192901611328,18.495899200439453
0P000072LW.TO,Manulife Fundamental Income Fund Series L,13.762931823730467,15.84939956665039
0P000072O2.TO,TD Mgd Balanced Growth Port A,9.218765258789062,16.469999313354492
0P000072QB.TO,Manulife Monthly High Income GIF 1,19.420000076293945,37.96500015258789
0P000072RZ.TO,Compass Conservative Balanced Portfolio,11.60071086883545,18.67609977722168
0P000072SQ.TO,Manulife Monthly High Income Fund Series Adv,11.681394577026367,10.813599586486816
0P000072T7.TO,London Life Balanced (BG),14.888500213623047,28.122600555419922
0P000072U3.TO,Beutel Goodman American Equity Class D,5.713618755340576,17.551300048828125
0P000072U4.TO,Beutel Goodman Balanced Class D,14.031505584716795,20.812599182128906
0P000072UA.TO,Invesco Global Companies Fund Series A,24.555866241455078,62.39799880981445
0P000072UC.TO,Beutel Goodman Canadian Equity Class D,20.488569259643555,36.4656982421875
0P000072UJ.TO,Invesco Income Growth Fund Series A,10.073400497436523,17.124000549316403
0P000072WJ.TO,Fidelity Canadian Opportunities Sr A,17.418445587158207,27.831499099731445
0P000072Y6.TO,Sentry Canadian Income Fund A,12.44049072265625,17.449199676513672
0P000072YM.TO,Compass Conservative Portfolio,10.475841522216797,14.867300033569336
0P000072Z2.TO,TD Income Advantage Portfolio - A,9.991414070129396,11.460000038146973
0P000072ZT.TO,IG Mackenzie North American Equity Fund A,16.328866958618164,25.95719909667969
0P00007319.TO,IG Mackenzie Mutual of Canada B,16.017446517944336,20.368099212646484
0P0000731T.TO,IG Core Portfolio Balanced Growth B,8.920381546020508,13.065799713134766
0P0000731T.TO,IG Core Portfolio Balanced Growth B,8.920381546020508,13.065799713134766
0P0000732K.TO,RBC Managed Payout Solution A,8.544352531433105,8.732799530029299
0P0000732K.TO,RBC Managed Payout Solution A,8.544352531433105,8.732799530029299
0P0000733D.TO,Desjardins American Equity Growth,4.17655086517334,22.118999481201172
0P0000733O.TO,Fidelity Monthly Income Series A,11.494295120239258,17.512199401855472
0P0000734E.TO,IG Mackenzie Dividend Fund A,18.940229415893555,23.72800064086914
0P0000734K.TO,Manulife Fundamental Income Fund Series E,13.149025917053224,13.668700218200685
0P00007369.TO,IG Mackenzie Dividend Fund B,18.77558708190918,23.41710090637207
0P0000737Y.TO,Dynamic Power Global Growth Class,5.39284086227417,26.96629905700684
0P0000738B.TO,IG Core Portfolio Balanced C,8.478067398071289,11.753600120544435
0P0000738C.TO,IG Core Portfolio Income Balanced C,8.59532642364502,11.914299964904785
0P0000738F.TO,IG Core Portfolio Balanced Growth C,8.877344131469727,12.910300254821776
0P0000738F.TO,IG Core Portfolio Balanced Growth C,8.877344131469727,12.910300254821776
0P0000738U.TO,RBC Global Dividend Growth Fund A,7.731053352355957,20.60740089416504
0P0000739S.TO,DFA Five-Year Global Fixed Income A,9.622109413146973,9.8100004196167
0P000073B6.TO,TD Dividend Income - I,23.64471244812012,38.650001525878906
0P000073D7.TO,RBC Managed Payout Solution-Enhanced A,8.058697700500487,8.018899917602539
0P000073DA.TO,DFA Canadian Core Equity A,13.257490158081055,17.989999771118164
0P000073GF.TO,Quadrus Mackenzie US All Cap Growth Fund Q,6.525199890136719,33.54700088500977
0P000073GI.TO,Quadrus Mackenzie Canadian Large Cap Dividend Q,15.21832275390625,22.66869926452637
0P000073IQ.TO,TD Income Advantage Portfolio - I,9.954715728759766,11.359999656677244
0P000073J3.TO,IG Mackenzie Pan Asian Equity Fund B,9.344901084899902,17.015499114990234
0P000073JH.TO,IG Mackenzie Pan Asian Equity Fund A,8.822978973388672,17.276100158691403
0P000073K8.TO,Desjardins American Equity Value,7.245003700256348,19.57999992370605
0P000073KG.TO,TD Dividend Income - A,11.806567192077635,19.290000915527344
0P000073KV.TO,IG Mackenzie North American Equity Fund B,16.170219421386722,25.59650039672852
0P000073KX.TO,Investors Income Plus Portfolio B,7.022639274597168,8.017399787902832
0P000073L2.TO,IG Core Portfolio Income Balanced B,8.62784481048584,12.029800415039062
0P000073LA.TO,Investors Income Plus Portfolio A,7.0480103492736825,8.06309986114502
0P000073LD.TO,IG Core Portfolio Income Balanced A,8.709092140197754,12.111300468444824
0P000073OP.TO,"Phillips, Hager & North Overseas Equity Fund D",8.682336807250978,19.13680076599121
0P000073PY.TO,Manulife Monthly High Income GIFe 2,21.7637996673584,44.56079864501953
0P000073PZ.TO,Manulife Monthly High Income GIF 2,21.7637996673584,44.56079864501953
0P000073QU.TO,IG Mackenzie Pan Asian Equity Fund C DSC,9.32342529296875,16.578699111938473
0P000073T6.TO,Capital Group Global Equity Fund (Canada) Series I,11.761995315551758,47.62009811401367
0P000073U4.TO,IG Core Portfolio Balanced B,8.644526481628418,12.008299827575685
0P000073UB.TO,IG Mackenzie Mutual of Canada A,13.177362442016602,20.62360000610352
0P000073UF.TO,IG Core Portfolio Balanced A,8.701217651367188,12.121700286865234
0P000073WF.TO,IG Core Portfolio Balanced Growth A,8.931230545043945,13.195500373840332
0P000073WF.TO,IG Core Portfolio Balanced Growth A,8.931230545043945,13.195500373840332
0P000073WM.TO,CI Cambridge Canadian Dividend Fund Class D,11.90523624420166,22.61870002746582
0P0000748N.TO,Fidelity Canadian Balanced Series O,16.63692855834961,25.31130027770996
0P0000748O.TO,Fidelity Canadian Disciplined Equity Fund O,23.20915031433105,56.7417984008789
0P000074CA.TO,"Phillips, Hager & North Balanced Pension Trust O",14.412840843200685,23.185400009155273
0P000074GU.TO,SEI Canadian Fixed Income Class O,10.584579467773438,12.6628999710083
0P000074KQ.TO,Fidelity True North Series O,26.114213943481445,55.92359924316406
0P000074KR.TO,Fidelity Small Cap America Series O,20.17561149597168,103.06500244140624
0P000074KV.TO,Fidelity US Focused Stock Fund Series O,18.79472541809082,111.1449966430664
0P000074L2.TO,Fidelity American High Yield Series O,6.129181385040282,8.782899856567383
0P000074L2.TO,Fidelity American High Yield Series O,6.129181385040282,8.782899856567383
0P000074L4.TO,Fidelity Canadian Money Market Series O,9.694117546081543,10.0
0P000074L5.TO,Fidelity Canadian Growth Company Series O,23.768688201904297,100.91999816894531
0P000074L7.TO,Fidelity Canadian Asset Allocation Fund O,21.303863525390625,31.43899917602539
0P000074L9.TO,Fidelity Canadian Large Cap Series O,23.24134063720703,49.9551010131836
0P000074M6.TO,TD EMERALD INTERNATIONAL EQUITY INDEX,9.864494323730467,17.860000610351562
0P000074P9.TO,Fidelity NorthStar Sr B,12.3882474899292,30.59049987792969
0P000074PC.TO,Fidelity Canadian Large Cap Sr B,22.761850357055664,43.706298828125
0P000074QV.TO,Fidelity Canadian Opportunities Sr B,17.454841613769528,28.09079933166504
0P000074QW.TO,Fidelity Canadian Balanced Series B,17.278717041015625,25.307300567626953
0P000074R6.TO,Fidelity Canadian Growth Company Sr B,22.24419403076172,82.71649932861328
0P000074R9.TO,Fidelity Canadian Asset Allocation Fund B,23.22970962524414,30.899599075317386
0P000074S1.TO,Fidelity Monthly Income Series B,11.40952968597412,17.523700714111328
0P000074S4.TO,Fidelity American High Yield Sr B,6.216825485229492,8.787099838256836
0P000074S4.TO,Fidelity American High Yield Sr B,6.216825485229492,8.787099838256836
0P000074SD.TO,Fidelity True North Sr B,24.030858993530273,47.58309936523438
0P000074SP.TO,Fidelity Small Cap America Sr B,17.292015075683597,69.65619659423828
0P000074SQ.TO,Fidelity U.S. Focused Stock Fund Series B,15.3326997756958,71.76809692382812
0P000074ST.TO,Fidelity Canadian Money Market Series B,9.814433097839355,10.0
0P000074TN.TO,TD Mgd Income Portfolio A,9.515619277954102,13.09000015258789
0P00007524.TO,CI Cambridge Canadian Dividend Fund Class A,12.116101264953613,22.82939910888672
0P0000752C.TO,CI Black Creek Global Leaders Fund Class A,6.007599353790282,13.989100456237793
0P0000752F.TO,Franklin Quotential Balanced Growth Portfolio T,8.273796081542969,5.780399799346924
0P0000754A.TO,Manulife Monthly High Income Seg Fund MLIA A,11.257800102233887,21.268699645996094
0P0000754B.TO,Manulife Monthly High Income Seg Fund CAP Class A,11.253700256347656,21.230899810791016
0P0000754X.TO,Manulife Monthly High Income Seg Fund MLIP A,11.256400108337402,21.154199600219727
0P0000759H.TO,RBC Canadian Money Market Fund Adv,9.753870010375977,10.0
0P0000759N.TO,RBC Global Dividend Growth Fund Adv,7.784924507141112,20.871299743652344
0P0000759S.TO,RBC Managed Payout Solution Adv,8.537745475769043,8.744000434875487
0P0000759S.TO,RBC Managed Payout Solution Adv,8.537745475769043,8.744000434875487
0P0000759U.TO,RBC Select Conservative Portfolio Adv,17.457414627075195,23.840200424194336
0P0000759V.TO,RBC Canadian Short-Term Income Fund Adv,10.520833969116213,10.93179988861084
0P0000759W.TO,Fidelity Income Allocation Series A,10.95192050933838,16.178600311279293
0P0000759Z.TO,Fidelity Dividend Plus Series A,11.507551193237305,18.772899627685547
0P000075A6.TO,RBC U.S. Equity Fund Adv,16.057519912719727,36.64089965820313
0P000075A9.TO,RBC Select Balanced Portfolio Adv,19.50381851196289,31.14240074157715
0P000075AC.TO,RBC Managed Payout Solution-Enhanced Adv,8.05648136138916,8.003800392150879
0P000075AD.TO,RBC Select Growth Portfolio Adv,19.950267791748047,34.51919937133789
0P000075AE.TO,RBC Balanced Fund Adv,10.623620986938477,15.450799942016602
0P000075AG.TO,Fidelity Income Allocation Series B,11.054121017456056,16.17490005493164
0P000075AN.TO,Fidelity Dividend Plus Series B,11.537592887878418,18.834800720214844
0P000075BT.TO,Scotia Diversified Monthly Income Fund Series A,8.907135963439941,11.281499862670898
0P000075BT.TO,Scotia Diversified Monthly Income Fund Series A,8.907135963439941,11.281499862670898
0P00007655.TO,CI Signature Canadian Balanced Class Z,8.079412460327147,11.160400390625
0P0000765J.TO,TD Mgd Aggressive Growth Port P,7.868730068206787,16.469999313354492
0P0000765L.TO,TD Mgd Balanced Growth Port P,8.24971866607666,15.329999923706055
0P0000765M.TO,TD Mgd Inc & Mod Growth Port P,8.535798072814941,13.859999656677244
0P0000765P.TO,TD Mgd Income Portfolio P,9.08885097503662,12.56999969482422
0P00007665.TO,AGF Elements Yield Portfolio,9.039605140686037,8.89780044555664
0P0000767H.TO,Manulife Strategic Income Fund Series Adv,10.879088401794434,12.410599708557127
0P0000767N.TO,Mackenzie Strategic Income Fund - A,7.914327621459961,8.499799728393555
0P000076HN.TO,Dynamic Power American Growth Series T,2.0591599941253658,8.458100318908691
0P000076I2.TO,TD Monthly Income - H,10.97714138031006,11.210000038146973
0P000076I3.TO,TD Monthly Income - T,10.96338176727295,11.18000030517578
0P000076I4.TO,TD Income Advantage Portfolio - H,12.661210060119627,10.920000076293944
0P000076I5.TO,TD Income Advantage Portfolio - T,12.564857482910154,10.8100004196167
0P000076MT.TO,Dynamic Global Dividend,9.580544471740724,24.33550071716309
0P000076MU.TO,Dynamic Global Dividend Series T,5.0956711769104,9.371100425720217
0P000076N8.TO,RBC Managed Payout Solution-Enhanced Plu Adv,6.786286354064941,5.964499950408936
0P000076VN.TO,Capital Group Global Equity Fund (Canada) Series B,9.237960815429688,27.23200035095215
0P000076Y1.TO,Mackenzie Income Fund - I,2.947584867477417,2.9681999683380127
0P000076Y8.TO,Mackenzie Ivy Foreign Equity Fund - I,10.52016830444336,13.259900093078613
0P000076YL.TO,Mackenzie Ivy Global Balanced Fund Series I,8.492981910705566,10.223099708557127
0P000076YQ.TO,Mackenzie Canadian Dividend Fund - I,18.564212799072266,18.31290054321289
0P00007704.TO,Mackenzie US Mid Cap Growth Class - I,42.186073303222656,51.39870071411133
0P0000779A.TO,BMO SelectTrust Balanced Portfolio C,7.851034641265869,14.246299743652346
0P000077AO.TO,BMO SelectTrust Balanced Portfolio T8,5.765122413635254,5.03000020980835
0P000077FR.TO,Manulife World Investment Class Series Adv,9.849516868591307,22.9335994720459
0P000077FS.TO,RBC Canadian Equity Income Fund A,17.78333854675293,24.58690071105957
0P000077IV.TO,TD Dividend Income - H,9.823213577270508,9.18000030517578
0P000077IX.TO,TD Dividend Income - T,9.63261890411377,9.0600004196167
0P000077JM.TO,Fidelity Canadian Disciplined Equity Fund T8,13.968151092529295,13.742600440979006
0P000077JP.TO,Fidelity U.S. Focused Stock Fund Series T8,5.35005521774292,14.831500053405762
0P000077JQ.TO,Fidelity True North Sr T8,11.65835666656494,15.516900062561035
0P000077JR.TO,Fidelity Canadian Asset Allocation Fund T8,8.025382041931152,4.945799827575684
0P000077JS.TO,Fidelity Canadian Balanced Series T8,9.67718505859375,6.729300022125244
0P000077JU.TO,Fidelity Canadian Asset Allocation Fund S8,8.015724182128906,4.986199855804443
0P000077JV.TO,Fidelity Canadian Balanced Series S8,7.474283695220947,6.940299987792969
0P000077JW.TO,Fidelity Canadian Disciplined Equity Fund S8,14.307392120361328,14.081000328063965
0P000077JX.TO,Fidelity Monthly Income Series T8,11.266705513000488,8.633299827575684
0P000077K0.TO,Fidelity U.S. Focused Stock Fund Series S8,6.764820575714111,15.906299591064453
0P000077K2.TO,Fidelity NorthStar Sr S8,10.718672752380373,13.719799995422365
0P000077K3.TO,Fidelity True North Sr S8,17.067941665649414,15.946100234985352
0P000077K6.TO,Fidelity Income Allocation Series S8,12.77048110961914,9.824999809265137
0P000077K7.TO,Fidelity Income Allocation Series T8,12.597765922546387,9.436100006103516
0P000077KH.TO,Fidelity Monthly Income Series S8,11.429988861083984,8.931699752807617
0P000077LW.TO,Fidelity NorthStar Sr T8,10.321555137634276,13.33329963684082
0P000077P2.TO,RBC U.S. Dividend Fund A,11.80510139465332,31.06439971923828
0P000077PC.TO,CIBC Money Market Premium Class,9.556635856628418,10.0
0P000077PG.TO,Mackenzie Global Strategic Income Fund Sr T5,11.411654472351074,12.86769962310791
0P000077SB.TO,Mackenzie Global Strategic Income Fund Sr I,12.70573902130127,14.656200408935547
0P00007WNC.TO,Fidelity Canadian Asset Allocation Fund S5,10.096659660339355,8.526200294494629
0P00007WND.TO,Fidelity Canadian Asset Allocation Fund T5,9.785279273986816,8.47700023651123
0P00007WNE.TO,Fidelity Canadian Balanced Series S5,11.641793251037598,11.30679988861084
0P00007WNF.TO,Fidelity Canadian Balanced Series T5,10.58178424835205,11.014699935913086
0P00007WNG.TO,Fidelity Canadian Disciplined Equity Fund S5,12.276872634887695,15.90530014038086
0P00007WNG.TO,Fidelity Canadian Disciplined Equity Fund S5,12.276872634887695,15.90530014038086
0P00007WNH.TO,Fidelity Canadian Disciplined Equity Fund T5,12.149295806884766,15.45580005645752
0P00007WO0.TO,Fidelity U.S. Focused Stock Fund Series T5,10.038079261779783,29.96929931640625
0P00007WO1.TO,Fidelity U.S. Focused Stock Fund Series S5,10.135943412780762,31.028600692749023
0P00007WO4.TO,Fidelity Monthly Income Series S5,12.245227813720705,13.11110019683838
0P00007WO5.TO,Fidelity Monthly Income Series T5,12.123059272766113,12.678999900817873
0P00007WO6.TO,Fidelity True North Sr T5,13.036600112915039,15.971199989318848
0P00007WO7.TO,Fidelity NorthStar Sr S5,12.129974365234375,19.52560043334961
0P00007WO8.TO,Fidelity NorthStar Sr T5,11.952401161193848,19.127500534057614
0P00007WOS.TO,Mackenzie Global Strategic Income Fund Sr B,13.124406814575195,22.52619934082031
0P00007XWM.TO,Fidelity True North Sr S5,13.246747970581055,16.274299621582028
0P00008092.TO,Mackenzie Canadian Dividend Fund T8,8.816908836364746,6.5262999534606925
0P00008207.TO,Mawer International Equity Series O,26.851322174072266,68.19950103759766
0P00008208.TO,MAWER US EQUITY SERIES O,15.768365859985352,66.73680114746094
0P0000820A.TO,MAWER NEW CANADA SERIES O,33.01806259155273,87.75289916992188
0P0000820C.TO,Mawer Tax Effective Balanced Series O,17.57261085510254,40.68999862670898
0P0000820D.TO,Mawer Balanced Series O,14.426437377929688,33.254501342773445
0P0000820E.TO,MAWER CANADIAN BOND SERIES O,11.037764549255373,13.069199562072756
0P000087H5.TO,United Cdn Fixed Income Pool Cl A,10.903583526611328,14.325900077819824
0P000087H5.TO,United Cdn Fixed Income Pool Cl A,10.903583526611328,14.325900077819824
0P000087HB.TO,CI Signature Global Income & Growth A,6.677635192871094,9.988800048828123
0P000087HC.TO,CI Signature Global Inc&Grwth Corp Cl,9.106695175170898,14.032400131225586
0P00008XK1.TO,Manulife Monthly High Income GIF Select Original 75,9.968050003051758,20.01810073852539
0P00008XL6.TO,Fidelity Global Balanced Class Port Sr B,9.991569519042967,18.68549919128418
0P00008XL8.TO,Fidelity Global Balanced Portfolio A,8.116928100585938,15.293999671936035
0P00008XL9.TO,Fidelity Global Balanced Portfolio B,8.024914741516112,15.322500228881836
0P00008XLA.TO,Fidelity Global Balanced Portfolio S5,9.89047145843506,11.806099891662598
0P00008XLB.TO,Fidelity Global Balanced Portfolio S8,8.587887763977049,7.594299793243407
0P00008XLC.TO,Fidelity Global Balanced Portfolio T5,9.898639678955078,11.753899574279785
0P00008XLD.TO,Fidelity Global Balanced Portfolio T8,8.584017753601074,7.541399955749513
0P00008XLG.TO,Fidelity Global Growth Portfolio Sr A,7.780544757843018,18.209800720214844
0P00008XLH.TO,Fidelity Global Growth Portfolio Sr B,7.7706403732299805,18.449199676513672
0P00008XLI.TO,Fidelity Global Growth Portfolio Sr T8,10.434608459472656,12.262200355529785
0P00008XLJ.TO,Fidelity Global Growth Portfolio Sr S8,10.689987182617188,12.477499961853027
0P00008XLK.TO,Fidelity Global Growth Portfolio Sr T5,12.586559295654295,19.314800262451172
0P00008XLL.TO,Fidelity Global Growth Portfolio Sr S5,12.61210823059082,19.61240005493164
0P00008XLM.TO,Fidelity Global Income Class Portfolio B,10.97283172607422,17.349800109863278
0P00008XLN.TO,Fidelity Global Income Class Portfolio A,10.926666259765623,17.063299179077152
