Symbol,Name
DJT03872,Desjardins American Equity Growth F
DJT07040,Desjardins American Equity Value D
DJT07072,Desjardins American Equity Growth D
DYN004,Dynamic Power American Growth
DYN039,Dynamic Power American Growth
DYN1004,Dynamic Power American Growth Series T
DYN1014,Dynamic Power American Growth Series T
DYN1024,Dynamic Power American Growth Series T
DYN1244,Dynamic Power American Growth
DYN1627,Dynamic Power American Growth Series IP
DYN1628,Dynamic Power American Growth Series IP
DYN2002,Dynamic Power American Growth Series O
DYN253,Dynamic Power American Growth Ser F
DYN2714,Dynamic Power American Growth Series N
DYN2715,Dynamic Power American Growth Series N
DYN2716,Dynamic Power American Growth Series N
DYN2717,Dynamic Power American Growth Series FN
DYN2718,Dynamic Power American Growth Series IN
DYN2923,Dynamic Power American Growth Serie FT
DYN3324,Dynamic Power American Growth
DYN3424,Dynamic Power American Growth
DYN3524,Dynamic Power American Growth
DYN3624,Dynamic Power American Growth Ser F
DYN439,Dynamic Power American Growth Ser F
DYN504,Dynamic Power American Growth
DYN604,Dynamic Power American Growth
DYN639,Dynamic Power American Growth
DYN704,Dynamic Power American Growth
DYN7045,Dynamic Power American Growth
DYN7046,Dynamic Power American Growth Series T
DYN739,Dynamic Power American Growth
DYN8675,Dynamic Power American Growth
DYN8775,Dynamic Power American Growth
DYN8875,Dynamic Power American Growth
FID002,Fidelity US Focused Stock T8
FID017,Fidelity US Focused Stock A
FID034,Fidelity US Focused Stock A
FID102,Fidelity US Focused Stock T8
FID1112,Fidelity US Focused Stock T5
FID1212,Fidelity US Focused Stock S5
FID1312,Fidelity US Focused Stock T5
FID134,Fidelity US Focused Stock A
FID1512,Fidelity US Focused Stock T5
FID1812,Fidelity US Focused Stock T5
FID202,Fidelity US Focused Stock S8
FID234,Fidelity US Focused Stock B
FID321,Fidelity US Focused Stock A
FID331,Fidelity US Focused Stock A
FID3428,Fidelity US Focused Stock P1
FID3429,Fidelity US Focused Stock P1
FID3772,Fidelity US Focused Stock P2
FID3773,Fidelity US Focused Stock P3
FID3774,Fidelity US Focused Stock P2
FID3775,Fidelity US Focused Stock P3
FID421,Fidelity US Focused Stock A
FID4624,Fidelity US Focused Stock E1
FID4625,Fidelity US Focused Stock E1T5
FID4626,Fidelity US Focused Stock E2
FID4627,Fidelity US Focused Stock E3
FID4628,Fidelity US Focused Stock E4
FID4629,Fidelity US Focused Stock E1
FID4630,Fidelity US Focused Stock E2
FID4631,Fidelity US Focused Stock E3
FID502,Fidelity US Focused Stock T8
FID534,Fidelity US Focused Stock A
FID5482,Fidelity Insights Class A
FID5483,Fidelity Insights Class A
FID5484,Fidelity Insights Class A
FID5485,Fidelity Insights Class T5
FID5486,Fidelity Insights Class T5
FID5487,Fidelity Insights Class T5
FID5488,Fidelity Insights Class T8
FID5489,Fidelity Insights Class T8
FID5490,Fidelity Insights Class T8
FID5491,Fidelity Insights Class B
FID5492,Fidelity Insights Class S5
FID5493,Fidelity Insights Class S8
FID5494,Fidelity Insights Class F
FID5495,Fidelity Insights Class F5
FID5496,Fidelity Insights Class F8
FID5497,Fidelity Insights Class P1
FID5498,Fidelity Insights Class P1T5
FID5499,Fidelity Insights Class E1
FID5500,Fidelity Insights Class E1T5
FID5501,Fidelity Insights Class A
FID5502,Fidelity Insights Class A
FID5503,Fidelity Insights Class A
FID5504,Fidelity Insights Class T5
FID5505,Fidelity Insights Class T5
FID5506,Fidelity Insights Class T5
FID5507,Fidelity Insights Class T8
FID5508,Fidelity Insights Class T8
FID5509,Fidelity Insights Class T8
FID5510,Fidelity Insights Class B
FID5511,Fidelity Insights Class S5
FID5512,Fidelity Insights Class S8
FID5513,Fidelity Insights Class F
FID5514,Fidelity Insights Class F5
FID5515,Fidelity Insights Class F8
FID5516,Fidelity Insights Class P1
FID5517,Fidelity Insights Class P1T5
FID5518,Fidelity Insights Class E1
FID5519,Fidelity Insights Class E1T5
FID5616,Fidelity US Focused Stock E2T5
FID5659,Fidelity Insights Class E2
FID5660,Fidelity Insights Class E2
FID5661,Fidelity Insights Class E2T5
FID5662,Fidelity Insights Class E2T5
FID5663,Fidelity Insights Class E3
FID5664,Fidelity Insights Class E3
FID5665,Fidelity Insights Class E4
FID5666,Fidelity Insights Class E4
FID5667,Fidelity Insights Class E5
FID5668,Fidelity Insights Class E5
FID5669,Fidelity Insights Class P2
FID5670,Fidelity Insights Class P2
FID5671,Fidelity Insights Class P2T5
FID5672,Fidelity Insights Class P2T5
FID5673,Fidelity Insights Class P3
FID5674,Fidelity Insights Class P3
FID5675,Fidelity Insights Class P4
FID5676,Fidelity Insights Class P4
FID5677,Fidelity Insights Class P5
FID5678,Fidelity Insights Class P5
FID5776,Fidelity Insights Class E3T5
FID5777,Fidelity Insights Class E3T5
FID5808,Fidelity Insights Class P3T5
FID5809,Fidelity Insights Class P3T5
FID5858,Fidelity US Focused Stock P4
FID5915,Fidelity US Focused Stock E4
FID6209,Fidelity Insights Class P4T5
FID621,Fidelity US Focused Stock F
FID6210,Fidelity Insights Class P4T5
FID634,Fidelity US Focused Stock F
FID6436,Fidelity Insights Class P5T5
FID6437,Fidelity Insights Class P5T5
FID6505,Fidelity US Focused Stock F5
FID6506,Fidelity US Focused Stock F5
FID6507,Fidelity US Focused Stock F8
FID6508,Fidelity US Focused Stock F8
FID6510,Fidelity US Focused Stock S5
FID6511,Fidelity US Focused Stock S8
FID6512,Fidelity US Focused Stock T5
FID6513,Fidelity US Focused Stock T5
FID6514,Fidelity US Focused Stock T5
FID6515,Fidelity US Focused Stock T8
FID6516,Fidelity US Focused Stock T8
FID6517,Fidelity US Focused Stock T8
FID7097,Fidelity US Focused Stock E5
FID7098,Fidelity US Focused Stock P2T5
FID7099,Fidelity US Focused Stock P3T5
FID7105,Fidelity US Focused Stock E5
FID7106,Fidelity US Focused Stock P2T5
FID721,Fidelity US Focused Stock B
FID802,Fidelity US Focused Stock T8
FID834,Fidelity US Focused Stock A
FID934,Fidelity US Focused Stock Series O
IGI1018,IG Mackenzie Core U.S. Equity J DSC
IGI1019,IG Mackenzie Core U.S. Equity J NL
IGI1060,IG Putnam US Growth J DSC
IGI1061,IG Putnam US Growth J NL
IGI1308,IG Mackenzie Core U.S. Equity U
IGI1332,IG Putnam US Growth U
IGI834,IG Mackenzie Core U.S. Equity C DSC
IGI835,IG Mackenzie Core U.S. Equity C DSC
IGI836,IG Mackenzie Core U.S. Equity A
IGI837,IG Mackenzie Core U.S. Equity B
IGI838,IG Putnam US Growth C
IGI839,IG Putnam US Growth C
IGI840,IG Putnam US Growth A
IGI841,IG Putnam US Growth B
MAW108,Mawer US Equity A
MAW208,Mawer US Equity Series O
MAX1467,Quadrus Mackenzie US All Cap Growth Q
MAX1767,Quadrus Mackenzie US All Cap Growth Q
MAX1867,Quadrus Mackenzie US All Cap Growth Q
MAX6267,Quadrus Mackenzie US All Cap Growth QF
MAX6767,Quadrus Mackenzie US All Cap Growth QFW
MAX7167,Quadrus Mackenzie US All Cap Growth HW
MDM206,MDPIM US Equity Pool
MFC1378,Mackenzie US All Cap Growth A
MFC1537,Mackenzie US All Cap Growth A
MFC1637,Mackenzie US All Cap Growth A
MFC1834,Mackenzie US All Cap Growth A
MFC2000,Mackenzie US All Cap Growth F
MFC3203,Mackenzie US All Cap Growth A
MFC3347,Mackenzie US All Cap Growth A
MFC3348,Mackenzie US All Cap Growth A
MFC4644,Mackenzie US All Cap Growth D
MFC4870,Mackenzie US All Cap Growth F
MFC4871,Mackenzie US All Cap Growth FB
MFC4920,Mackenzie US All Cap Growth FB
MFC6089,Mackenzie US All Cap Growth PWX
MFC6163,Mackenzie US All Cap Growth PW
MFC6555,Mackenzie US All Cap Growth PW
MFC6556,Mackenzie US All Cap Growth PWX
MFC6916,Mackenzie US All Cap Growth PWFB
MFC6917,Mackenzie US All Cap Growth PWFB
MFC7101,Mackenzie US All Cap Growth A
MFC7102,Mackenzie US All Cap Growth A
MMF11234,Manulife US All Cap Equity T6
MMF1234,Manulife US All Cap Equity T6
MMF1334,Manulife US All Cap Equity T6
MMF14415,Manulife US All Cap Equity Adv
MMF1534,Manulife US All Cap Equity T6
MMF1634,Manulife US All Cap Equity T6
MMF1865,Manulife US All Cap Equity J
MMF1909,Manulife US All Cap Equity Adv
MMF19421,Manulife US All Cap Equity Adv
MMF3005,Manulife US All Cap Equity ZL
MMF3105,Manulife US All Cap Equity ZE
MMF34615,Manulife US All Cap Equity D
MMF4147,Manulife US All Cap Equity Adv
MMF4215,Manulife US All Cap Equity Adv
MMF4415,Manulife US All Cap Equity Adv
MMF4515,Manulife US All Cap Equity Adv
MMF4615,Manulife US All Cap Equity F
MMF4715,Manulife US All Cap Equity Adv
MMF4925,Manulife US All Cap Equity Adv
MMF4926,Manulife US All Cap Equity T6
MMF9221,Manulife US All Cap Equity Adv
MMF9321,Manulife US All Cap Equity Adv
MMF9421,Manulife US All Cap Equity Adv
MMF9621,Manulife US All Cap Equity F
MMF9721,Manulife US All Cap Equity Adv
NBC4066,NBI US High Conviction Eq Priv Port F
NBC4076,NBI US High Conviction Eq Priv Port F
NBC9365,NBI US Equity Private O
PHN385,PH&N US Multi-Style All-Cap Equity Fd O
RBF018,RBC QUBE Low Vol U.S. Equity Fund A
RBF1019,RBC U.S. Dividend Fund D
RBF1022,RBC U.S. Equity Fund D
RBF1023,RBC U.S. Equity Fund D
RBF10257,RBC Priv U.S. Large-Cap Core Eqty Pool O
RBF10258,RBC Priv U.S. Large-Cap Core Eqty Pool O
RBF10449,RBC U.S. Equity Fund O
RBF10455,RBC QUBE Low Vol U.S. Equity Fund O
RBF10541,RBC U.S. Dividend Fund O
RBF1088,RBC QUBE Low Vol U.S. Equity Fund D
RBF129,RBC U.S. Dividend Fund A
RBF132,RBC U.S. Equity Fund A
RBF1380,PH&N US Multi-Style All-Cap Equity Fd D
RBF1450,RBC QUBE Low Vol U.S. Equity Fund D
RBF1541,RBC U.S. Dividend Fund D
RBF184,RBC U.S. Equity Fund O
RBF192,RBC U.S. Dividend Fund O
RBF20940,RBC Priv U.S. Large-Cap Core Eqty Pool F
RBF20941,RBC Priv U.S. Large-Cap Core Eqty Pool F
RBF263,RBC U.S. Equity Fund A
RBF279,RBC QUBE U.S. Equity Fund O
RBF288,RBC QUBE Low Vol U.S. Equity Fund O
RBF418,RBC QUBE Low Vol U.S. Equity Fund T5
RBF440,RBC U.S. Equity Fund T5
RBF449,RBC U.S. Equity Fund A
RBF450,RBC QUBE Low Vol U.S. Equity Fund A
RBF488,RBC QUBE Low Vol U.S. Equity Fund A
RBF528,RBC QUBE Low Vol U.S. Equity Fund FT5
RBF5380,PH&N US Multi-Style All-Cap Equity Fd F
RBF539,RBC U.S. Dividend Fund T5
RBF541,RBC U.S. Dividend Fund A
RBF5449,RBC U.S. Equity Fund F
RBF5539,RBC U.S. Dividend Fund FT5
RBF5615,RBC U.S. Equity Fund FT5
RBF590,RBC U.S. Dividend Fund A
RBF599,RBC U.S. Dividend Fund T8
RBF615,RBC U.S. Equity Fund F
RBF634,RBC U.S. Dividend Fund F
RBF665,RBC QUBE Low Vol U.S. Equity Fund F
RBF679,RBC QUBE US Equity Series F
RBF688,RBC QUBE Low Vol U.S. Equity Fund F
RBF702,RBC U.S. Dividend Fund A
RBF704,RBC U.S. Equity Fund A
RBF718,RBC QUBE Low Vol U.S. Equity Fund A
RBF7380,PH&N US Multi-Style All-Cap Equity Fd A
RBF802,RBC U.S. Dividend Fund Csl
RBF804,RBC U.S. Equity Fund Adv
RBF818,RBC QUBE Low Vol U.S. Equity Fund Adv
RBF8385,PH&N US Multi-Style All-Cap Equity Fd O
RBF902,RBC U.S. Dividend Fund F
SUN105,Sun Life MFS US Growth A
SUN113,Sun Life MFS US Growth H
SUN131,Sun Life MFS US Growth A-T5
SUN1411,Sun Life MFS US Growth FH
SUN142,Sun Life MFS US Growth A-T8
SUN1511,Sun Life MFS US Growth IH
SUN205,Sun Life MFS US Growth A
SUN213,Sun Life MFS US Growth H
SUN231,Sun Life MFS US Growth A-T5
SUN242,Sun Life MFS US Growth A-T8
SUN305,Sun Life MFS US Growth A
SUN313,Sun Life MFS US Growth H
SUN331,Sun Life MFS US Growth A-T5
SUN342,Sun Life MFS US Growth A-T8
SUN405,Sun Life MFS US Growth F
SUNF5405,Sun Life MFS US Growth F5
SUNF8405,Sun Life MFS US Growth F8
SUNO105,Sun Life MFS US Growth O
SUNO1111,Sun Life MFS US Growth OH
SUNU105,Sun Life MFS US Growth A
SUNU205,Sun Life MFS US Growth A
SUNU305,Sun Life MFS US Growth A
SUNU405,Sun Life MFS US Growth F
TDB123,TD U.S. Blue Chip Equity A
TDB217,TD US Index I
TDB220,TD U.S. Blue Chip Equity I
TDB3011,TD U.S. Blue Chip Equity D
TDB3091,TD U.S. Blue Chip Equity D
TDB310,TD U.S. Blue Chip Equity A
TDB3104,Epoch U.S. Blue Chip Equity D
TDB3172,TD U.S. Blue Chip Equity F
TDB340,TD U.S. Blue Chip Equity A
TDB3410,TD U.S. Dividend Growth Fund-I
TDB3411,TD U.S. Dividend Growth Fund-A
TDB3412,TD U.S. Dividend Growth Fund-A
TDB3413,TD U.S. Dividend Growth Fund-A
TDB3414,TD U.S. Dividend Growth Fund-A
TDB3415,TD U.S. Dividend Growth Fund-F
TDB3416,TD U.S. Dividend Growth Fund-H
TDB3417,TD U.S. Dividend Growth Fund-T
TDB3418,TD U.S. Dividend Growth Fund-T
TDB3419,TD U.S. Dividend Growth Fund-T
TDB3420,TD U.S. Dividend Growth Fund-T
TDB3421,TD U.S. Dividend Growth Fund-S
TDB3423,TD U.S. Dividend Growth Fund-D
TDB3430,TD U.S. Dividend Growth Fund-I
TDB3431,TD U.S. Dividend Growth Fund-A
TDB3432,TD U.S. Dividend Growth Fund-A
TDB3433,TD U.S. Dividend Growth Fund-A
TDB3434,TD U.S. Dividend Growth Fund-A
TDB3435,TD U.S. Dividend Growth Fund-F
TDB3443,TD U.S. Dividend Growth Fund-D
TDB3491,TD U.S. Dividend Growth Fund-FT5
TDB3549,TD U.S. Blue Chip Equity H8
TDB3550,TD U.S. Blue Chip Equity T8 ISC
TDB3554,TD U.S. Blue Chip Equity FT5
TDB3555,TD U.S. Blue Chip Equity FT8
TDB370,TD U.S. Blue Chip Equity A
TDB410,TD U.S. Blue Chip Equity F
TDB439,TD US Index F
TDB661,TD US Index I
TDB902,TD US Index e
TDB952,TD US Index e
TDB977,TD U.S. Blue Chip Equity I
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
